country,year,nitrous_oxide,government_expenditure_on_education,forest_area,agricultural_land,total_population,population_growth,renewable_energy_consumption,GDP,inflation,renewable_electricity
"Gambia, The",1998,,,,,1356189.0,,,,,
"Gambia, The",1997,,,,,1317002.0,,,,,
"Gambia, The",1996,,,,,1279070.0,,,,,
"Gambia, The",1995,,,,,1242155.0,,,,,
"Gambia, The",1994,,,,,1205882.0,,,,,
"Gambia, The",1993,,,,,1168309.0,,,,,
"Gambia, The",1992,,,,,1127152.0,,,,,
"Gambia, The",1991,,,,,1083536.0,,,,,
"Gambia, The",1990,,,,,1040616.0,,,,,
Iraq,2020,,,,,42556984.0,,,,,
Iraq,2019,,,,,41563520.0,,,,,
Iraq,2018,,,,,40590700.0,,,,,
Iraq,2017,,,,,39621162.0,,,,,
Iraq,2016,,,,,38697943.0,,,,,
Iraq,2015,,,,,37757813.0,,,,,
Iraq,2014,,,,,36746488.0,,,,,
Iraq,2013,,,,,35481800.0,,,,,
Iraq,2012,,,,,33864447.0,,,,,
Iraq,2011,,,,,32378061.0,,,,,
Iraq,2010,,,,,31264875.0,,,,,
Iraq,2009,,,,,30289040.0,,,,,
Iraq,2008,,,,,29218381.0,,,,,
Iraq,2007,,,,,28660887.0,,,,,
Iraq,2006,,,,,28905607.0,,,,,
Iraq,2005,,,,,28698684.0,,,,,
Iraq,2004,,,,,27858948.0,,,,,
Iraq,2003,,,,,27068823.0,,,,,
Iraq,2002,,,,,26255343.0,,,,,
Iraq,2001,,,,,25425663.0,,,,,
Iraq,2000,,,,,24628858.0,,,,,
Iraq,1999,,,,,23820734.0,,,,,
Iraq,1998,,,,,23053488.0,,,,,
Iraq,1997,,,,,22330770.0,,,,,
Iraq,1996,,,,,21639332.0,,,,,
Iraq,1995,,,,,20948858.0,,,,,
Iraq,1994,,,,,20248073.0,,,,,
Iraq,1993,,,,,19295818.0,,,,,
Iraq,1992,,,,,18385673.0,,,,,
Iraq,1991,,,,,17846378.0,,,,,
Iraq,1990,,,,,17658381.0,,,,,
Jamaica,2020,,,,,2820436.0,,,,,
Jamaica,2019,,,,,2813773.0,,,,,
Jamaica,2018,,,,,2811835.0,,,,,
Jamaica,2017,,,,,2808376.0,,,,,
Jamaica,2016,,,,,2802695.0,,,,,
Jamaica,2015,,,,,2794445.0,,,,,
Jamaica,2014,,,,,2784543.0,,,,,
Jamaica,2013,,,,,2773129.0,,,,,
Jamaica,2012,,,,,2759817.0,,,,,
Jamaica,2011,,,,,2746169.0,,,,,
Jamaica,2010,,,,,2733896.0,,,,,
Jamaica,2009,,,,,2722401.0,,,,,
Jamaica,2008,,,,,2711373.0,,,,,
Jamaica,2007,,,,,2701221.0,,,,,
Jamaica,2006,,,,,2689660.0,,,,,
Jamaica,2005,,,,,2676863.0,,,,,
Jamaica,2004,,,,,2664024.0,,,,,
Jamaica,2003,,,,,2651027.0,,,,,
Jamaica,2002,,,,,2638244.0,,,,,
Jamaica,2001,,,,,2625405.0,,,,,
Jamaica,2000,,,,,2612205.0,,,,,
Jamaica,1999,,,,,2596271.0,,,,,
Jamaica,1998,,,,,2576567.0,,,,,
Jamaica,1997,,,,,2554954.0,,,,,
Jamaica,1996,,,,,2532894.0,,,,,
Jamaica,1995,,,,,2509372.0,,,,,
Jamaica,1994,,,,,2484182.0,,,,,
Jamaica,1993,,,,,2459062.0,,,,,
Jamaica,1992,,,,,2434574.0,,,,,
Jamaica,1991,,,,,2411867.0,,,,,
Jamaica,1990,,,,,2392030.0,,,,,
Marshall Islands,2020,,,,,43413.0,,,,,
Marshall Islands,2019,,,,,44728.0,,,,,
Marshall Islands,2018,,,,,45989.0,,,,,
Marshall Islands,2017,,,,,47187.0,,,,,
Marshall Islands,2016,,,,,48329.0,,,,,
Marshall Islands,2015,,,,,49410.0,,,,,
Marshall Islands,2014,,,,,50419.0,,,,,
Marshall Islands,2013,,,,,51352.0,,,,,
Marshall Islands,2012,,,,,52203.0,,,,,
Marshall Islands,2011,,,,,52971.0,,,,,
Marshall Islands,2010,,,,,53416.0,,,,,
Marshall Islands,2009,,,,,53593.0,,,,,
Marshall Islands,2008,,,,,53816.0,,,,,
Marshall Islands,2007,,,,,54038.0,,,,,
Marshall Islands,2006,,,,,54208.0,,,,,
Marshall Islands,2005,,,,,54337.0,,,,,
Marshall Islands,2004,,,,,54435.0,,,,,
Marshall Islands,2003,,,,,54493.0,,,,,
Marshall Islands,2002,,,,,54496.0,,,,,
Marshall Islands,2001,,,,,54413.0,,,,,
Marshall Islands,2000,,,,,54224.0,,,,,
Marshall Islands,1999,,,,,53834.0,,,,,
Marshall Islands,1998,,,,,53164.0,,,,,
Marshall Islands,1997,,,,,52358.0,,,,,
Marshall Islands,1996,,,,,51538.0,,,,,
Marshall Islands,1995,,,,,50702.0,,,,,
Marshall Islands,1994,,,,,49840.0,,,,,
Marshall Islands,1993,,,,,48944.0,,,,,
Marshall Islands,1992,,,,,48015.0,,,,,
Marshall Islands,1991,,,,,47053.0,,,,,
Marshall Islands,1990,,,,,46047.0,,,,,
Mongolia,2020,,,,,3294335.0,,,,,
Mongolia,2019,,,,,3232430.0,,,,,
Mongolia,2018,,,,,3163991.0,,,,,
Mongolia,2017,,,,,3096030.0,,,,,
Mongolia,2016,,,,,3029555.0,,,,,
Mongolia,2015,,,,,2964749.0,,,,,
Mongolia,2014,,,,,2902823.0,,,,,
Mongolia,2013,,,,,2845153.0,,,,,
Mongolia,2012,,,,,2792349.0,,,,,
Mongolia,2011,,,,,2743938.0,,,,,
Mongolia,2010,,,,,2702520.0,,,,,
Mongolia,2009,,,,,2666713.0,,,,,
Mongolia,2008,,,,,2633887.0,,,,,
Mongolia,2007,,,,,2605643.0,,,,,
Mongolia,2006,,,,,2581242.0,,,,,
Mongolia,2005,,,,,2559255.0,,,,,
Mongolia,2004,,,,,2537949.0,,,,,
Mongolia,2003,,,,,2516454.0,,,,,
Mongolia,2002,,,,,2494617.0,,,,,
Mongolia,2001,,,,,2472601.0,,,,,
Mongolia,2000,,,,,2450979.0,,,,,
Mongolia,1999,,,,,2428488.0,,,,,
Mongolia,1998,,,,,2405148.0,,,,,
Mongolia,1997,,,,,2381771.0,,,,,
Mongolia,1996,,,,,2357033.0,,,,,
Mongolia,1995,,,,,2330334.0,,,,,
Mongolia,1994,,,,,2301510.0,,,,,
Mongolia,1993,,,,,2270311.0,,,,,
Mongolia,1992,,,,,2236494.0,,,,,
Mongolia,1991,,,,,2200077.0,,,,,
Mongolia,1990,,,,,2161433.0,,,,,
Panama,2020,,,,,4294396.0,,,,,
Panama,2019,,,,,4232532.0,,,,,
Panama,2018,,,,,4165255.0,,,,,
Panama,2017,,,,,4096063.0,,,,,
Panama,2016,,,,,4026336.0,,,,,
Panama,2015,,,,,3957099.0,,,,,
Panama,2014,,,,,3888793.0,,,,,
Panama,2013,,,,,3821556.0,,,,,
Panama,2012,,,,,3754862.0,,,,,
Panama,2011,,,,,3688674.0,,,,,
Panama,2010,,,,,3623617.0,,,,,
Panama,2009,,,,,3559343.0,,,,,
Panama,2008,,,,,3495276.0,,,,,
Panama,2007,,,,,3431614.0,,,,,
Panama,2006,,,,,3368573.0,,,,,
Panama,2005,,,,,3305868.0,,,,,
Panama,2004,,,,,3243311.0,,,,,
Panama,2003,,,,,3181608.0,,,,,
Panama,2002,,,,,3120990.0,,,,,
Panama,2001,,,,,3061024.0,,,,,
Panama,2000,,,,,3001731.0,,,,,
Panama,1999,,,,,2943120.0,,,,,
Panama,1998,,,,,2885177.0,,,,,
Panama,1997,,,,,2827992.0,,,,,
Panama,1996,,,,,2771606.0,,,,,
Panama,1995,,,,,2716067.0,,,,,
Panama,1994,,,,,2661385.0,,,,,
Panama,1993,,,,,2607499.0,,,,,
Panama,1992,,,,,2554382.0,,,,,
Panama,1991,,,,,2502044.0,,,,,
Panama,1990,,,,,2449968.0,,,,,
Syrian Arab Republic,2020,,,,,20772595.0,,,,,
Syrian Arab Republic,2019,,,,,20098251.0,,,,,
Syrian Arab Republic,2018,,,,,19333463.0,,,,,
Syrian Arab Republic,2017,,,,,18983373.0,,,,,
Syrian Arab Republic,2016,,,,,18964252.0,,,,,
Syrian Arab Republic,2015,,,,,19205178.0,,,,,
Syrian Arab Republic,2014,,,,,20072232.0,,,,,
Syrian Arab Republic,2013,,,,,21495821.0,,,,,
Syrian Arab Republic,2012,,,,,22605577.0,,,,,
Syrian Arab Republic,2011,,,,,22730733.0,,,,,
Syrian Arab Republic,2010,,,,,22337563.0,,,,,
Syrian Arab Republic,2009,,,,,21827220.0,,,,,
Syrian Arab Republic,2008,,,,,21474059.0,,,,,
Syrian Arab Republic,2007,,,,,20703005.0,,,,,
Syrian Arab Republic,2006,,,,,19432009.0,,,,,
Syrian Arab Republic,2005,,,,,18583557.0,,,,,
Syrian Arab Republic,2004,,,,,18084007.0,,,,,
Syrian Arab Republic,2003,,,,,17611356.0,,,,,
Syrian Arab Republic,2002,,,,,17164021.0,,,,,
Syrian Arab Republic,2001,,,,,16727948.0,,,,,
Syrian Arab Republic,2000,,,,,16307654.0,,,,,
Syrian Arab Republic,1999,,,,,15901201.0,,,,,
Syrian Arab Republic,1998,,,,,15500542.0,,,,,
Syrian Arab Republic,1997,,,,,15103996.0,,,,,
Syrian Arab Republic,1996,,,,,14708879.0,,,,,
Syrian Arab Republic,1995,,,,,14313450.0,,,,,
Syrian Arab Republic,1994,,,,,13922626.0,,,,,
Syrian Arab Republic,1993,,,,,13537060.0,,,,,
Syrian Arab Republic,1992,,,,,13156406.0,,,,,
Syrian Arab Republic,1991,,,,,12782281.0,,,,,
Syrian Arab Republic,1990,,,,,12408996.0,,,,,
Aruba,2020,,,,,,0.134255302359952,,,,
Aruba,2019,,,,,,0.451969658863314,,,,
Aruba,2018,,,,,,0.494795263046989,,,,
Aruba,2017,,,,,,0.537295706145068,,,,
Aruba,2016,,,,,,0.590062487333077,,,,
Aruba,2015,,,,,,0.63795916173479,,,,
Aruba,2014,,,,,,0.691615260101675,,,,
Aruba,2013,,,,,,0.749301039347625,,,,
Aruba,2012,,,,,,0.810230587788097,,,,
Aruba,2011,,,,,,0.939355909629835,,,,
Aruba,2010,,,,,,1.13154104048985,,,,
Aruba,2009,,,,,,1.23323132057229,,,,
Aruba,2008,,,,,,1.24139737678817,,,,
Aruba,2007,,,,,,1.22771081489399,,,,
Aruba,2006,,,,,,1.18156554573069,,,,
Aruba,2005,,,,,,1.00307718391638,,,,
Aruba,2004,,,,,,0.900989229759957,,,,
Aruba,2003,,,,,,0.997395547284924,,,,
Aruba,2002,,,,,,1.19471805545637,,,,
Aruba,2001,,,,,,1.76875662143885,,,,
Aruba,2000,,,,,,2.53923444445246,,,,
Aruba,1999,,,,,,2.93441292558764,,,,
Aruba,1998,,,,,,3.00480452491461,,,,
Aruba,1997,,,,,,3.02735876796255,,,,
Aruba,1996,,,,,,3.02578893630418,,,,
Aruba,1995,,,,,,3.08406097784149,,,,
Aruba,1994,,,,,,3.19602914606154,,,,
Aruba,1993,,,,,,3.04193161032362,,,,
Aruba,1992,,,,,,3.37286419184246,,,,
Aruba,1991,,,,,,3.22241452912309,,,,
Aruba,1990,,,,,,1.71290678473822,,,,
American Samoa,2020,,,,,,-2.4212497099907,,,,
American Samoa,2019,,,,,,-2.30413869890523,,,,
American Samoa,2018,,,,,,-2.12293567392473,,,,
American Samoa,2017,,,,,,-1.97181874740715,,,,
American Samoa,2016,,,,,,-1.80723076890422,,,,
American Samoa,2015,,,,,,-1.63927018758043,,,,
American Samoa,2014,,,,,,-1.47894571116667,,,,
American Samoa,2013,,,,,,-1.30478202241628,,,,
American Samoa,2012,,,,,,-1.1462982343373,,,,
American Samoa,2011,,,,,,-0.987558296772346,,,,
American Samoa,2010,,,,,,-0.938173192497606,,,,
American Samoa,2009,,,,,,-0.943767847051186,,,,
American Samoa,2008,,,,,,-0.876432921866332,,,,
American Samoa,2007,,,,,,-0.801982747478947,,,,
American Samoa,2006,,,,,,-0.730998688583939,,,,
American Samoa,2005,,,,,,-0.647634575615904,,,,
American Samoa,2004,,,,,,-0.545139668053888,,,,
American Samoa,2003,,,,,,-0.406483620024703,,,,
American Samoa,2002,,,,,,-0.252358482783624,,,,
American Samoa,2001,,,,,,0.16129866050102,,,,
American Samoa,2000,,,,,,1.09822902395737,,,,
American Samoa,1999,,,,,,1.73564082713864,,,,
American Samoa,1998,,,,,,1.82745478381229,,,,
American Samoa,1997,,,,,,1.95867378307471,,,,
American Samoa,1996,,,,,,2.03712292866293,,,,
American Samoa,1995,,,,,,2.10625731450315,,,,
American Samoa,1994,,,,,,2.15353086725101,,,,
American Samoa,1993,,,,,,2.1649800672888,,,,
American Samoa,1992,,,,,,2.19247704168662,,,,
American Samoa,1991,,,,,,2.42548818245314,,,,
American Samoa,1990,,,,,,3.25193894169625,,,,
Bosnia and Herzegovina,2020,,,,,,-1.26677102311527,,,,
Bosnia and Herzegovina,2019,,,,,,-1.16608133465016,,,,
Bosnia and Herzegovina,2018,,,,,,-1.16659481128762,,,,
Bosnia and Herzegovina,2017,,,,,,-1.18362667966933,,,,
Bosnia and Herzegovina,2016,,,,,,-1.23730578353764,,,,
Bosnia and Herzegovina,2015,,,,,,-1.31760658922995,,,,
Bosnia and Herzegovina,2014,,,,,,-1.29347782804997,,,,
Bosnia and Herzegovina,2013,,,,,,-1.55832890226336,,,,
Bosnia and Herzegovina,2012,,,,,,-1.8542587666769,,,,
Bosnia and Herzegovina,2011,,,,,,-1.79893469913603,,,,
Bosnia and Herzegovina,2010,,,,,,-1.7340375845377,,,,
Bosnia and Herzegovina,2009,,,,,,-1.67861781190568,,,,
Bosnia and Herzegovina,2008,,,,,,-1.62201585384377,,,,
Bosnia and Herzegovina,2007,,,,,,-1.24500087046096,,,,
Bosnia and Herzegovina,2006,,,,,,-0.888359591107583,,,,
Bosnia and Herzegovina,2005,,,,,,-1.17913407901923,,,,
Bosnia and Herzegovina,2004,,,,,,-0.982327609602979,,,,
Bosnia and Herzegovina,2003,,,,,,-0.349623550237269,,,,
Bosnia and Herzegovina,2002,,,,,,0.0828752170247773,,,,
Bosnia and Herzegovina,2001,,,,,,0.372139796167984,,,,
Bosnia and Herzegovina,2000,,,,,,0.632139635256837,,,,
Bosnia and Herzegovina,1999,,,,,,0.91811638851753,,,,
Bosnia and Herzegovina,1998,,,,,,1.64924947318851,,,,
Bosnia and Herzegovina,1997,,,,,,3.51986603877969,,,,
Bosnia and Herzegovina,1996,,,,,,4.10656532533756,,,,
Bosnia and Herzegovina,1995,,,,,,-0.314208288820264,,,,
Bosnia and Herzegovina,1994,,,,,,-4.68985898879183,,,,
Bosnia and Herzegovina,1993,,,,,,-8.10178118268825,,,,
Bosnia and Herzegovina,1992,,,,,,-5.16526304355897,,,,
Bosnia and Herzegovina,1991,,,,,,0.179532623292175,,,,
Bosnia and Herzegovina,1990,,,,,,0.291458993205271,,,,
Central African Republic,2020,,,,,,2.5340939316943,,,,
Central African Republic,2019,,,,,,2.22336107125156,,,,
Central African Republic,2018,,,,,,1.94305862344608,,,,
Central African Republic,2017,,,,,,1.86986089522388,,,,
Central African Republic,2016,,,,,,1.74517542237586,,,,
Central African Republic,2015,,,,,,0.428340361843656,,,,
Central African Republic,2014,,,,,,-0.0769490230926806,,,,
Central African Republic,2013,,,,,,0.608247676561223,,,,
Central African Republic,2012,,,,,,0.868655128872181,,,,
Central African Republic,2011,,,,,,1.53227695856897,,,,
Central African Republic,2010,,,,,,2.071208345015,,,,
Central African Republic,2009,,,,,,2.15485409702233,,,,
Central African Republic,2008,,,,,,2.07326328004891,,,,
Central African Republic,2007,,,,,,1.8735897550277,,,,
Central African Republic,2006,,,,,,2.01150212315221,,,,
Central African Republic,2005,,,,,,2.25132803027483,,,,
Central African Republic,2004,,,,,,2.16901718078334,,,,
Central African Republic,2003,,,,,,2.41778998181238,,,,
Central African Republic,2002,,,,,,2.20897342817341,,,,
Central African Republic,2001,,,,,,2.25163751502407,,,,
Central African Republic,2000,,,,,,2.80036047898137,,,,
Central African Republic,1999,,,,,,2.78215176573503,,,,
Central African Republic,1998,,,,,,2.7546192875739,,,,
Central African Republic,1997,,,,,,2.78239631088654,,,,
Central African Republic,1996,,,,,,2.61642604333973,,,,
Central African Republic,1995,,,,,,2.74938232580347,,,,
Central African Republic,1994,,,,,,3.14501489236555,,,,
Central African Republic,1993,,,,,,3.20438646726048,,,,
Central African Republic,1992,,,,,,3.18120254870409,,,,
Central African Republic,1991,,,,,,3.11315664341229,,,,
Central African Republic,1990,,,,,,3.07658185416468,,,,
Ecuador,2020,,,,,,1.40190462603926,,,,
Ecuador,2019,,,,,,1.90968326333656,,,,
Ecuador,2018,,,,,,1.89090930713133,,,,
Ecuador,2017,,,,,,1.55335626648726,,,,
Ecuador,2016,,,,,,1.49338987255655,,,,
Ecuador,2015,,,,,,1.47983523757956,,,,
Ecuador,2014,,,,,,1.48359860231919,,,,
Ecuador,2013,,,,,,1.5324232376039,,,,
Ecuador,2012,,,,,,1.60252187198822,,,,
Ecuador,2011,,,,,,1.64188311720888,,,,
Ecuador,2010,,,,,,1.66031048053538,,,,
Ecuador,2009,,,,,,1.68247933289289,,,,
Ecuador,2008,,,,,,1.70420581194769,,,,
Ecuador,2007,,,,,,1.7181335805958,,,,
Ecuador,2006,,,,,,1.72111503482542,,,,
Ecuador,2005,,,,,,1.72443317741318,,,,
Ecuador,2004,,,,,,1.73957986039204,,,,
Ecuador,2003,,,,,,1.7486932014909,,,,
Ecuador,2002,,,,,,1.73709315382378,,,,
Ecuador,2001,,,,,,1.71968558942167,,,,
Ecuador,2000,,,,,,1.71308817043169,,,,
Ecuador,1999,,,,,,1.72566651819784,,,,
Ecuador,1998,,,,,,1.75181516385725,,,,
Ecuador,1997,,,,,,1.78952275457463,,,,
Ecuador,1996,,,,,,1.83009674212617,,,,
Ecuador,1995,,,,,,1.8685590602886,,,,
Ecuador,1994,,,,,,1.91125393924022,,,,
Ecuador,1993,,,,,,1.98316014835116,,,,
Ecuador,1992,,,,,,2.11061272814707,,,,
Ecuador,1991,,,,,,2.23742019192721,,,,
Ecuador,1990,,,,,,2.32006286999306,,,,
"Gambia, The",2020,,,,,,2.56215324974841,,,,
"Gambia, The",2019,,,,,,2.58268676641821,,,,
"Gambia, The",2018,,,,,,2.64137634537543,,,,
"Gambia, The",2017,,,,,,2.72348534857532,,,,
"Gambia, The",2016,,,,,,2.80404574599256,,,,
"Gambia, The",2015,,,,,,2.88681938435009,,,,
"Gambia, The",2014,,,,,,2.9743344848207,,,,
"Gambia, The",2013,,,,,,3.05120587130278,,,,
"Gambia, The",2012,,,,,,3.09453140006576,,,,
"Gambia, The",2011,,,,,,3.09704342340045,,,,
"Gambia, The",2010,,,,,,3.10116024088171,,,,
"Gambia, The",2009,,,,,,3.11364851085582,,,,
"Gambia, The",2008,,,,,,3.10498597160244,,,,
"Gambia, The",2007,,,,,,3.08345897475552,,,,
"Gambia, The",2006,,,,,,3.02105449420899,,,,
"Gambia, The",2005,,,,,,2.94240520384811,,,,
"Gambia, The",2004,,,,,,2.89265160161859,,,,
"Gambia, The",2003,,,,,,2.85169300452624,,,,
"Gambia, The",2002,,,,,,2.85020452877525,,,,
"Gambia, The",2001,,,,,,2.87370974027546,,,,
"Gambia, The",2000,,,,,,2.89642334291935,,,,
"Gambia, The",1999,,,,,,2.92898299903204,,,,
"Gambia, The",1998,,,,,,2.93206189737374,,,,
"Gambia, The",1997,,,,,,2.92246900058025,,,,
"Gambia, The",1996,,,,,,2.9285476920743,,,,
"Gambia, The",1995,,,,,,2.96365250311541,,,,
"Gambia, The",1994,,,,,,3.16538451930697,,,,
"Gambia, The",1993,,,,,,3.58633069089488,,,,
"Gambia, The",1992,,,,,,3.94643302032502,,,,
"Gambia, The",1991,,,,,,4.04169215992848,,,,
"Gambia, The",1990,,,,,,4.00808814190408,,,,
Iraq,2020,,,,,,2.36211183923937,,,,
Iraq,2019,,,,,,2.36838831392184,,,,
Iraq,2018,,,,,,2.41756068668666,,,,
Iraq,2017,,,,,,2.35769232939234,,,,
Iraq,2016,,,,,,2.45940250005547,,,,
Iraq,2015,,,,,,2.71497647013538,,,,
Iraq,2014,,,,,,3.50227675046767,,,,
Iraq,2013,,,,,,4.6654185971967,,,,
Iraq,2012,,,,,,4.4884639176917,,,,
Iraq,2011,,,,,,3.4985800882497,,,,
Iraq,2010,,,,,,3.17093320217157,,,,
Iraq,2009,,,,,,3.5987933376422,,,,
Iraq,2008,,,,,,1.92646265531762,,,,
Iraq,2007,,,,,,-0.850221916193164,,,,
Iraq,2006,,,,,,0.718432208523802,,,,
Iraq,2005,,,,,,2.96970606467236,,,,
Iraq,2004,,,,,,2.87715845950826,,,,
Iraq,2003,,,,,,3.05131116311828,,,,
Iraq,2002,,,,,,3.2110492891941,,,,
Iraq,2001,,,,,,3.18401734533544,,,,
Iraq,2000,,,,,,3.33624669433987,,,,
Iraq,1999,,,,,,3.2739296689177,,,,
Iraq,1998,,,,,,3.18515331886969,,,,
Iraq,1997,,,,,,3.14529632758924,,,,
Iraq,1996,,,,,,3.24284505977524,,,,
Iraq,1995,,,,,,3.40245056118517,,,,
Iraq,1994,,,,,,4.81712400370142,,,,
Iraq,1993,,,,,,4.83166684816588,,,,
Iraq,1992,,,,,,2.97711455412806,,,,
Iraq,1991,,,,,,1.05900596016074,,,,
Iraq,1990,,,,,,1.22955982403631,,,,
Jamaica,2020,,,,,,0.236519557799568,,,,
Jamaica,2019,,,,,,0.0688992221522009,,,,
Jamaica,2018,,,,,,0.123091479545611,,,,
Jamaica,2017,,,,,,0.202492605820257,,,,
Jamaica,2016,,,,,,0.294793625837463,,,,
Jamaica,2015,,,,,,0.354975145947794,,,,
Jamaica,2014,,,,,,0.410748099114478,,,,
Jamaica,2013,,,,,,0.481191238304142,,,,
Jamaica,2012,,,,,,0.495752366688783,,,,
Jamaica,2011,,,,,,0.447915144043708,,,,
Jamaica,2010,,,,,,0.421348654823536,,,,
Jamaica,2009,,,,,,0.405906286917041,,,,
Jamaica,2008,,,,,,0.375125564741813,,,,
Jamaica,2007,,,,,,0.42891014375515,,,,
Jamaica,2006,,,,,,0.476920503498281,,,,
Jamaica,2005,,,,,,0.480782489174805,,,,
Jamaica,2004,,,,,,0.48906495556364,,,,
Jamaica,2003,,,,,,0.483356775927262,,,,
Jamaica,2002,,,,,,0.487837447460561,,,,
Jamaica,2001,,,,,,0.504047760220551,,,,
Jamaica,2000,,,,,,0.611850749006637,,,,
Jamaica,1999,,,,,,0.761829204738964,,,,
Jamaica,1998,,,,,,0.842367313769332,,,,
Jamaica,1997,,,,,,0.867169704732637,,,,
Jamaica,1996,,,,,,0.932999989691165,,,,
Jamaica,1995,,,,,,1.00890923271719,,,,
Jamaica,1994,,,,,,1.01634538906672,,,,
Jamaica,1993,,,,,,1.00081838536713,,,,
Jamaica,1992,,,,,,0.937065618118952,,,,
Jamaica,1991,,,,,,0.825875856700541,,,,
Jamaica,1990,,,,,,0.78335984523667,,,,
Marshall Islands,2020,,,,,,-2.9840768300379,,,,
Marshall Islands,2019,,,,,,-2.78025337337267,,,,
Marshall Islands,2018,,,,,,-2.5716193468544,,,,
Marshall Islands,2017,,,,,,-2.39133636341706,,,,
Marshall Islands,2016,,,,,,-2.21210382968728,,,,
Marshall Islands,2015,,,,,,-2.0215255305986,,,,
Marshall Islands,2014,,,,,,-1.83357958458324,,,,
Marshall Islands,2013,,,,,,-1.64360804920741,,,,
Marshall Islands,2012,,,,,,-1.46046294872198,,,,
Marshall Islands,2011,,,,,,-0.836573256679686,,,,
Marshall Islands,2010,,,,,,-0.330813597773069,,,,
Marshall Islands,2009,,,,,,-0.415235819000647,,,,
Marshall Islands,2008,,,,,,-0.411668206131852,,,,
Marshall Islands,2007,,,,,,-0.314099624496591,,,,
Marshall Islands,2006,,,,,,-0.237689549465288,,,,
Marshall Islands,2005,,,,,,-0.180193480890142,,,,
Marshall Islands,2004,,,,,,-0.106492371991223,,,,
Marshall Islands,2003,,,,,,-0.00550514272221927,,,,
Marshall Islands,2002,,,,,,0.152420857906842,,,,
Marshall Islands,2001,,,,,,0.347948103651383,,,,
Marshall Islands,2000,,,,,,0.721837704584486,,,,
Marshall Islands,1999,,,,,,1.25237622597643,,,,
Marshall Islands,1998,,,,,,1.52767323439355,,,,
Marshall Islands,1997,,,,,,1.57853435556547,,,,
Marshall Islands,1996,,,,,,1.63540421086445,,,,
Marshall Islands,1995,,,,,,1.71474830716539,,,,
Marshall Islands,1994,,,,,,1.814108707065,,,,
Marshall Islands,1993,,,,,,1.91633253186116,,,,
Marshall Islands,1992,,,,,,2.02388361358878,,,,
Marshall Islands,1991,,,,,,2.16120119546675,,,,
Marshall Islands,1990,,,,,,2.32668264576054,,,,
Mongolia,2020,,,,,,1.8970150281402,,,,
Mongolia,2019,,,,,,2.13999709629328,,,,
Mongolia,2018,,,,,,2.17135597977155,,,,
Mongolia,2017,,,,,,2.17049015538793,,,,
Mongolia,2016,,,,,,2.16233694829923,,,,
Mongolia,2015,,,,,,2.11086627913691,,,,
Mongolia,2014,,,,,,2.00668670836189,,,,
Mongolia,2013,,,,,,1.87336676028775,,,,
Mongolia,2012,,,,,,1.74890622320901,,,,
Mongolia,2011,,,,,,1.52094437973029,,,,
Mongolia,2010,,,,,,1.33380431981013,,,,
Mongolia,2009,,,,,,1.23859259914584,,,,
Mongolia,2008,,,,,,1.07812241088145,,,,
Mongolia,2007,,,,,,0.940879931171425,,,,
Mongolia,2006,,,,,,0.855447793558829,,,,
Mongolia,2005,,,,,,0.83599259855571,,,,
Mongolia,2004,,,,,,0.850550681669034,,,,
Mongolia,2003,,,,,,0.87155573049131,,,,
Mongolia,2002,,,,,,0.886457738285741,,,,
Mongolia,2001,,,,,,0.878309644537485,,,,
Mongolia,2000,,,,,,0.921869510816351,,,,
Mongolia,1999,,,,,,0.965740134380102,,,,
Mongolia,1998,,,,,,0.976711151367819,,,,
Mongolia,1997,,,,,,1.04407039076519,,,,
Mongolia,1996,,,,,,1.13920197607163,,,,
Mongolia,1995,,,,,,1.24461756856871,,,,
Mongolia,1994,,,,,,1.36486027437646,,,,
Mongolia,1993,,,,,,1.50073653904303,,,,
Mongolia,1992,,,,,,1.64171013721366,,,,
Mongolia,1991,,,,,,1.77209320994808,,,,
Mongolia,1990,,,,,,1.89662637245764,,,,
Panama,2020,,,,,,1.4510521369147,,,,
Panama,2019,,,,,,1.60228973055272,,,,
Panama,2018,,,,,,1.67512297561619,,,,
Panama,2017,,,,,,1.71694872170027,,,,
Panama,2016,,,,,,1.73456002172234,,,,
Panama,2015,,,,,,1.74123543377264,,,,
Panama,2014,,,,,,1.74411571812086,,,,
Panama,2013,,,,,,1.76061359830409,,,,
Panama,2012,,,,,,1.77844896646925,,,,
Panama,2011,,,,,,1.77943456083626,,,,
Panama,2010,,,,,,1.78967209984493,,,,
Panama,2009,,,,,,1.81636347456987,,,,
Panama,2008,,,,,,1.8381638086969,,,,
Panama,2007,,,,,,1.85414918870892,,,,
Panama,2006,,,,,,1.87901413538404,,,,
Panama,2005,,,,,,1.91043496107333,,,,
Panama,2004,,,,,,1.92079922199436,,,,
Panama,2003,,,,,,1.92364701840572,,,,
Panama,2002,,,,,,1.94007586747458,,,,
Panama,2001,,,,,,1.95603782398984,,,,
Panama,2000,,,,,,1.97188791278722,,,,
Panama,1999,,,,,,1.9883993241869,,,,
Panama,1998,,,,,,2.00193307218632,,,,
Panama,1997,,,,,,2.01399835927176,,,,
Panama,1996,,,,,,2.02420575607707,,,,
Panama,1995,,,,,,2.03382140422601,,,,
Panama,1994,,,,,,2.0455139596654,,,,
Panama,1993,,,,,,2.05812086545799,,,,
Panama,1992,,,,,,2.0702317907685,,,,
